word,phonemic_transcription,vowel_syllable_count
stassen,S T AE S AH N,2
staten,S T AE T AH N,2
statham,S T AE TH AH M,2
staton,S T AE T AH N,2
statton,S T AE T AH N,2
statum,S T AE T AH M,2
status,S T AE T AH S,2
strachan,S T R AE CH AH N,2
straddle,S T R AE D AH L,2
straddled,S T R AE D AH L D,2
straddles,S T R AE D AH L Z,2
straggle,S T R AE G AH L,2
straggled,S T R AE G AH L D,2
strahan,S T R AE HH AH N,2
stranded,S T R AE N D AH D,2
strangle,S T R AE NG G AH L,2
strangled,S T R AE NG G AH L D,2
strassman,S T R AE S M AH N,2
strata,S T R AE T AH,2
stratas,S T R AE T AH Z,2
strathman,S T R AE TH M AH N,2
stratman,S T R AE T M AH N,2
stratmann,S T R AE T M AH N,2
stratton,S T R AE T AH N,2
stratum,S T R AE T AH M,2
stratus,S T R AE T AH S,2
tablet,T AE B L AH T,2
tablets,T AE B L AH T S,2
tabron,T AE B R AH N,2
tackle,T AE K AH L,2
tackled,T AE K AH L D,2
tackles,T AE K AH L Z,2
tactful,T AE K T F AH L,2
tactless,T AE K T L AH S,2
tadlock,T AE D L AH K,2
tafel,T AE F AH L,2
taffel,T AE F AH L,2
takach,T AE K AH K,2
takacs,T AE K AH K S,2
talbot,T AE L B AH T,2
talbot's,T AE L B AH T S,2
talbots,T AE L B AH T S,2
talbott,T AE L B AH T,2
talbott's,T AE L B AH T S,2
talcott,T AE L K AH T,2
talcum,T AE L K AH M,2
talent,T AE L AH N T,2
talents,T AE L AH N T S,2
tallon,T AE L AH N,2
talman,T AE L M AH N,2
talmud,T AE L M AH D,2
talon,T AE L AH N,2
talons,T AE L AH N Z,2
talton,T AE L T AH N,2
tammen,T AE M AH N,2
tampa,T AE M P AH,2
tampa's,T AE M P AH Z,2
tandem,T AE N D AH M,2
tandem's,T AE N D AH M Z,2
tandon,T AE N D AH N,2
tanen,T AE N AH N,2
tangen,T AE NG AH N,2
tangent,T AE N JH AH N T,2
tangents,T AE N JH AH N T S,2
tangle,T AE NG G AH L,2
tangled,T AE NG G AH L D,2
tangles,T AE NG G AH L Z,2
tanjug,T AE N JH AH G,2
tankan,T AE NG K AH N,2
tannen,T AE N AH N,2
tanton,T AE N T AH N,2
tantrum,T AE N T R AH M,2
tantrums,T AE N T R AH M Z,2
tappan,T AE P AH N,2
tappen,T AE P AH N,2
tappet,T AE P AH T,2
tapscott,T AE P S K AH T,2
tasha,T AE SH AH,2
tasm,T AE S AH M,2
tasman,T AE Z M AH N,2
tassel,T AE S AH L,2
tasseled,T AE S AH L D,2
tatham,T AE TH AH M,2
tatman,T AE T M AH N,2
tatom,T AE T AH M,2
tattle,T AE T AH L,2
tattled,T AE T AH L D,2
taxcut,T AE K S K AH T,2
taxes,T AE K S AH Z,2
thackston,TH AE K S T AH N,2
thadda,TH AE D AH,2
thalman,TH AE L M AH N,2
thankful,TH AE NG K F AH L,2
thankless,TH AE NG K L AH S,2
that'll,DH AE T AH L,2
that've,DH AE T AH V,2
thaxton,TH AE K S T AH N,2
thaxton's,TH AE K S T AH N Z,2
trachsel,T R AE K S AH L,2
traction,T R AE K SH AH N,2
trafton,T R AE F T AH N,2
trahan,T R AE HH AH N,2
tramble,T R AE M B AH L,2
tramel,T R AE M AH L,2
trammel,T R AE M AH L,2
trammell,T R AE M AH L,2
trample,T R AE M P AH L,2
trampled,T R AE M P AH L D,2
tramples,T R AE M P AH L Z,2
tranquil,T R AE NG K W AH L,2
transient,T R AE N ZH AH N T,2
transom,T R AE N S AH M,2
transoms,T R AE N S AH M Z,2
trantham,T R AE N TH AH M,2
tranum,T R AE N AH M,2
trapnell,T R AE P N AH L,2
travel,T R AE V AH L,2
traveled,T R AE V AH L D,2
travelled,T R AE V AH L D,2
travels,T R AE V AH L Z,2
vaca,V AE K AH,2
vacca,V AE K AH,2
vacha,V AE CH AH,2
vachon,V AE CH AH N,2
vakuf,V AE K AH F,2
valens,V AE L AH N Z,2
valent,V AE L AH N T,2
valia,V AE L Y AH,2
valiant,V AE L Y AH N T,2
valla,V AE L AH,2
vallance,V AE L AH N S,2
vallas,V AE L AH Z,2
vallot,V AE L AH T,2
vana,V AE N AH,2
vanbrunt,V AE N B R AH N T,2
vancil,V AE N S AH L,2
vancleave,V AE N K L AH V,2
vandal,V AE N D AH L,2
vandals,V AE N D AH L Z,2
vanden,V AE N D AH N,2
vandunk,V AE N D AH NG K,2
vaness,V AE N AH S,2
vanhove,V AE N HH AH V,2
vanhuss,V AE N HH AH S,2
vanna,V AE N AH,2
vanname,V AE N AH M,2
vanous,V AE N AH S,2
vantage,V AE N T AH JH,2
vassal,V AE S AH L,2
vassals,V AE S AH L Z,2
vassel,V AE S AH L,2
vasta,V AE S T AH,2
vastness,V AE S T N AH S,2
vavra,V AE V R AH,2
vrabel,V R AE B AH L,2
vrana,V R AE N AH,2
wacksman,W AE K S M AH N,2
wacksman's,W AE K S M AH N Z,2
wagle,W AE G AH L,2
wagman,W AE G M AH N,2
wagnon,W AE G N AH N,2
wagon,W AE G AH N,2
wagons,W AE G AH N Z,2
wakeham,W AE K HH AH M,2
wangen,W AE NG AH N,2
wangle,W AE NG G AH L,2
wangled,W AE NG G AH L D,2
waxman,W AE K S M AH N,2
waxman's,W AE K S M AH N Z,2
wrangell,R AE NG G AH L,2
wrangle,R AE NG G AH L,2
wrangled,R AE NG G AH L D,2
wrangles,R AE NG G AH L Z,2
wrapup,R AE P AH P,2
yabba,Y AE B AH,2
yablon,Y AE B L AH N,2
yackel,Y AE K AH L,2
yacktman,Y AE K T M AH N,2
yadon,Y AE D AH N,2
yakel,Y AE K AH L,2
yanda,Y AE N D AH,2
yandell,Y AE N D AH L,2
yandle,Y AE N D AH L,2
yanis,Y AE N AH S,2
yannone,Y AE N AH N,2
yarosh,Y AE R AH SH,2
zachman,Z AE K M AH N,2
zagat,Z AE G AH T,2
zajdel,Z AE JH D AH L,2
zanca,Z AE NG K AH,2
zandra,Z AE N D R AH,2
zandstra,Z AE N D S T R AH,2
zanuck,Z AE N AH K,2
zappa,Z AE P AH,2
zappa's,Z AE P AH Z,2
zara,Z AE R AH,2
zarah,Z AE R AH,2
arana,AA R AE N AH,3
arcana,AA R K AE N AH,3
arkansan,AA R K AE N Z AH N,3
arkansans,AA R K AE N Z AH N Z,3
arlana,AA R L AE N AH,3
hardcastle,HH AA R D K AE S AH L,3
hardcastle's,HH AA R D K AE S AH L Z,3
hardscrabble,HH AA R D S K R AE B AH L,3
parnassus,P AA R N AE S AH S,3
sarcasm,S AA R K AE Z AH M,3
texarkana,T EH K S AA R K AE N AH,4
bojangles',B OW JH AE NG G AH L Z,3
cohasset,K OW HH AE S AH T,3
joanna,JH OW AE N AH,3
johannes,JH OW HH AE N AH S,3
johannsen,JH OW HH AE N S AH N,3
johansen,JH OW HH AE N S AH N,3
johanson,JH OW HH AE N S AH N,3
o'banion,OW B AE N Y AH N,3
o'bannon,OW B AE N AH N,3
o'cana,OW K AE N AH,3
o'canas,OW K AE N AH Z,3
o'carroll,OW K AE R AH L,3
o'fallon,OW F AE L AH N,3
o'farrell,OW F AE R AH L,3
o'hanlon,OW HH AE N L AH N,3
obanion,OW B AE N Y AH N,3
obannon,OW B AE N AH N,3
ocala,OW K AE L AH,3
ocana,OW K AE N AH,3
ocanas,OW K AE N AH Z,3
ocarroll,OW K AE R AH L,3
ofallon,OW F AE L AH N,3
ofarrell(1),OW F AE R AH L,3
ohanlon,OW HH AE N L AH N,3
prothallus,P R OW TH AE L AH S,3
rohatyn(1),R OW HH AE T AH N,3
rohatyn's(1),R OW HH AE T AH N Z,3
rosanna,R OW Z AE N AH,3
geotaxis,JH IY OW T AE K S AH S,4
artiodactyl,AA R T IY OW D AE K T AH L,5
artiodactyls,AA R T IY OW D AE K T AH L Z,5
homeopathic,HH OW M IY OW P AE TH AH K,5
idiopathic,IH D IY OW P AE TH AH K,5
mediobanca,M IH D IY OW B AE NG K AH,5
tramontana,T R AA M OW N T AE N AH,4
ferromagnet,F EH R OW M AE G N AH T,4
electromagnet,IH L EH K T R OW M AE G N AH T,5
electromagnets,IH L EH K T R OW M AE G N AH T S,5
phytoplankton,F AY T OW P L AE NG T AH N,4
psychobabble,S AY K OW B AE B AH L,4
hippocampus,HH IH P OW K AE M P AH S,4
mountcastle,M AW N T K AE S AH L,3
southampton,S AW TH HH AE M P T AH N,3
diana,D AY AE N AH,3
diana's,D AY AE N AH Z,3
dianna,D AY AE N AH,3
diantha,D AY AE N TH AH,3
dyana,D AY AE N AH,3
eyeglasses,AY G L AE S AH Z,3
financement(1),F AY N AE N S M AH N T,3
financial(2),F AY N AE N SH AH L,3
financial's,F AY N AE N SH AH L Z,3
financials,F AY N AE N SH AH L Z,3
hyraxes,HH AY R AE K S AH Z,3
keidanren,K AY D AE N R AH N,3
lightfastness,L AY T F AE S T N AH S,3
lysandra,L AY S AE N D R AH,3
miasma(1),M AY AE Z M AH,3
niagara,N AY AE G R AH,3
niagara's,N AY AE G R AH Z,3
pineapple,P AY N AE P AH L,3
pineapples,P AY N AE P AH L Z,3
steinhagen,S T AY N HH AE G AH N,3
triangle,T R AY AE NG G AH L,3
triangle's,T R AY AE NG G AH L Z,3
triangles,T R AY AE NG G AH L Z,3
triathlon,T R AY AE TH L AH N,3
tribasa,T R AY B AE S AH,3
viagra,V AY AE G R AH,3
non-financial(1),N AA N F AY N AE N SH AH L,4
nonfinancial(1),N AA N F AY N AE N SH AH L,4
gordana,G AO R D AE N AH,3
jordana,Y AO R D AE N AH,3
morandan,M AO R AE N D AH N,3
morgana,M AO R G AE N AH,3
noranda,N AO R AE N D AH,3
noranda's,N AO R AE N D AH Z,3
nordbanken,N AO R D B AE NG K AH N,3
northampton,N AO R TH AE M P T AH N,3
orgasm,AO R G AE Z AH M,3
orgasms,AO R G AE Z AH M Z,3
sportschannel,S P AO R T S CH AE N AH L,3
storaska,S T AO R AE S AH,3
zorana,Z AO R AE N AH,3
martorana,M AA R T AO R AE N AH,4
maiorana,M AY AO R AE N AH,4
ajax's,EY JH AE K S AH Z,3
athanas,EY TH AE N AH Z,3
daedalus(1),D EY D AE L AH S,3
straitjacket,S T R EY T JH AE K AH T,3
wastebasket,W EY S T B AE S K AH T,3
wastebaskets,W EY S T B AE S K AH T S,3
pleasurama,P L EH ZH UH R AE M AH,4
beata,B IY AE T AH,3
briana,B R IY AE N AH,3
briana's,B R IY AE N AH Z,3
brianna,B R IY AE N AH,3
brianna's,B R IY AE N AH Z,3
cliantha,K L IY AE N TH AH,3
dealba,D IY AE L B AH,3
deana,D IY AE N AH,3
deanda,D IY AE N D AH,3
deanna,D IY AE N AH,3
detaches(1),D IY T AE CH AH Z,3
detachment(1),D IY T AE CH M AH N T,3
fianna,F IY AE N AH,3
gitana,JH IY T AE N AH,3
greencastle,G R IY N K AE S AH L,3
leanza,L IY AE N Z AH,3
miasma,M IY AE Z M AH,3
piana,P IY AE N AH,3
pianist,P IY AE N AH S T,3
pianist's,P IY AE N AH S T S,3
pianists,P IY AE N AH S T S,3
pianists(2),P IY AE N AH S,3
piano(1),P IY AE N AH,3
piano's(1),P IY AE N AH Z,3
pianos(1),P IY AE N AH Z,3
piazza,P IY AE Z AH,3
pizana,P IY Z AE N AH,3
preamble,P R IY AE M B AH L,3
prepackage,P R IY P AE K AH JH,3
prepackaged,P R IY P AE K AH JH D,3
quintana,K W IY N T AE N AH,3
reacted,R IY AE K T AH D,3
reaction,R IY AE K SH AH N,3
reactions,R IY AE K SH AH N Z,3
retracted,R IY T R AE K T AH D,3
retraction,R IY T R AE K SH AH N,3
seattle,S IY AE T AH L,3
seattle's,S IY AE T AH L Z,3
sri-lanka,S R IY L AE NG K AH,3
sri-lanka(1),SH R IY L AE NG K AH,3
triana,T R IY AE N AH,3
viana,V IY AE N AH,3
louisiana,L UW IY Z IY AE N AH,5
louisiana's,L UW IY Z IY AE N AH Z,5
ariana,AA R IY AE N AH,4
arianna,AA R IY AE N AH,4
arianna's,AA R IY AE N AH Z,4
mariana,M AA R IY AE N AH,4
marianas,M AA R IY AE N AH S,4
andriana,AA N D R IY AE N AH,4
lapiana,L AA P IY AE N AH,4
pollyanna,P AA L IY AE N AH,4
polyandrous,P AA L IY AE N D R AH S,4
oceana,OW SH IY AE N AH,4
oceania,OW SH IY AE N Y AH,4
multifacet,M AH L T IY F AE S AH T,4
overreaction,OW V ER R IY AE K SH AH N,5
alianza,AE L IY AE N Z AH,4
italiana,IH T AE L IY AE N AH,5
maryalice,M EH R IY AE L AH S,4
christiana,K R IH S T IY AE N AH,4
christianna,K R IH S T IY AE N AH,4
ileana,IH L IY AE N AH,4
indiana,IH N D IY AE N AH,4
indiana's,IH N D IY AE N AH Z,4
liliana,L IH L IY AE N AH,4
lilliana,L IH L IY AE N AH,4
viviana,V IH V IY AE N AH,4
nelliana,N EH L IY AE N AH,4
cusiana,K Y UW Z IY AE N AH,4
juliana,JH UW L IY AE N AH,4
tegucigalpa,T EH G UW S IY G AE L P AH,5
enthusiasm,IH N TH UW Z IY AE Z AH M,5
enthusiasms,IH N TH UW Z IY AE Z AH M Z,5
borealis,B AO R IY AE L AH S,4
georgiana,JH AO R JH IY AE N AH,4
gloriana,G L AO R IY AE N AH,4
oriana,AO R IY AE N AH,4
adriana,EY D R IY AE N AH,4
alana,AA L AE N AH,3
aldana,AA L D AE N AH,3
campana,K AA M P AE N AH,3
comdata,K AA M D AE D AH,3
conagra,K AA N AE G R AH,3
conagra's,K AA N AE G R AH Z,3
contracted,K AA N T R AE K T AH D,3
lacana,L AA K AE N AH,3
lagana,L AA G AE N AH,3
magana,M AA G AE N AH,3
montalban,M AA N T AE L B AH N,3
montana,M AA N T AE N AH,3
montana's,M AA N T AE N AH Z,3
montanan,M AA N T AE N AH N,3
montanans,M AA N T AE N AH N Z,3
montmartre,M AA N M AE R T R AH,3
oksana,AA K S AE N AH,3
oksana's,AA K S AE N AH Z,3
pastrana,P AA S T R AE N AH,3
roxana,R AA K S AE N AH,3
roxanna,R AA K S AE N AH,3
saldana,S AA L D AE N AH,3
voncannon,V AA N K AE N AH N,3
zambrana,Z AA M B R AE N AH,3
villafana,V IY L AA F AE N AH,4
villagrana,V IY L AA G R AE N AH,4
villasana,V IY L AA S AE N AH,4
nolana,N OW L AE N AH,3
old-fashioned,OW L D F AE SH AH N D,3
oldfashioned,OW L D F AE SH AH N D,3
prolactin,P R OW L AE K T AH N,3
rollwagen,R OW L W AE G AH N,3
solana,S OW L AE N AH,3
volkswagen,V OW L K S W AE G AH N,3
volkswagen's,V OW L K S W AE G AH N Z,3
volkswagens,V OW L K S W AE G AH N Z,3
abandon,AH B AE N D AH N,3
abandoned,AH B AE N D AH N D,3
abandons,AH B AE N D AH N Z,3
abraxa,AH B R AE K S AH,3
abraxa's,AH B R AE K S AH Z,3
abraxas,AH B R AE K S AH Z,3
acampsia,AH K AE M P S Y AH,3
advancement,AH D V AE N S M AH N T,3
advancements,AH D V AE N S M AH N T S,3
advanta(1),AH D V AE N T AH,3
advanta's(1),AH D V AE N T AH Z,3
agrawal,AH G R AE W AH L,3
alaska,AH L AE S K AH,3
alaska's,AH L AE S K AH Z,3
alaskan,AH L AE S K AH N,3
alaskans,AH L AE S K AH N Z,3
amalgam,AH M AE L G AH M,3
amalgams,AH M AE L G AH M Z,3
amana,AH M AE N AH,3
amanda,AH M AE N D AH,3
amanda's,AH M AE N D AH Z,3
amandas,AH M AE N D AH Z,3
anantha,AH N AE N TH AH,3
apparel,AH P AE R AH L,3
arachnid,AH R AE K N AH D,3
assassin,AH S AE S AH N,3
assassin's,AH S AE S AH N Z,3
assassins,AH S AE S AH N Z,3
astraddle,AH S T R AE D AH L,3
attachment,AH T AE CH M AH N T,3
attachments,AH T AE CH M AH N T S,3
attalla,AH T AE L AH,3
attracted,AH T R AE K T AH D,3
attraction,AH T R AE K SH AH N,3
attractions,AH T R AE K SH AH N Z,3
avana,AH V AE N AH,3
avana's,AH V AE N AH Z,3
banana,B AH N AE N AH,3
bananas,B AH N AE N AH Z,3
battalion,B AH T AE L Y AH N,3
battalions,B AH T AE L Y AH N Z,3
bavadra,B AH V AE D R AH,3
bohannan,B AH HH AE N AH N,3
bolancik,B AH L AE N S AH K,3
bonanza,B AH N AE N Z AH,3
braganza(1),B R AH G AE N Z AH,3
cabana,K AH B AE N AH,3
cabanas,K AH B AE N AH Z,3
calandra,K AH L AE N D R AH,3
calantha,K AH L AE N TH AH,3
canasta,K AH N AE S T AH,3
canaveral(1),K AH N AE V R AH L,3
cassandra,K AH S AE N D R AH,3
cassandras,K AH S AE N D R AH S,3
combatant,K AH M B AE T AH N T,3
combatants,K AH M B AE T AH N T S,3
commandment,K AH M AE N D M AH N T,3
commandments,K AH M AE N D M AH N T S,3
compactness,K AH M P AE K T N AH S,3
companion,K AH M P AE N Y AH N,3
companions,K AH M P AE N Y AH N Z,3
compassion,K AH M P AE SH AH N,3
concannon,K AH N K AE N AH N,3
contraction,K AH N T R AE K SH AH N,3
contractions,K AH N T R AE K SH AH N Z,3
contraption,K AH N T R AE P SH AH N,3
contraptions,K AH N T R AE P SH AH N Z,3
contrasted,K AH N T R AE S T AH D,3
damascus,D AH M AE S K AH S,3
duffala,D AH F AE L AH,3
financial,F AH N AE N SH AH L,3
financials(2),F AH N AE N SH AH L Z,3
gagarin,G AH G AE R AH N,3
gananoque,G AH N AE N AH K,3
haldana,HH AH L D AE N AH,3
havana,HH AH V AE N AH,3
havana's,HH AH V AE N AH Z,3
johanna,JH AH HH AE N AH,3
lufthansa,L AH F T AE N Z AH,3
lufthansa's,L AH F T AE N Z AH Z,3
lutfalla,L AH T F AE L AH,3
luwana,L AH W AE N AH,3
macadam,M AH K AE D AH M,3
maccallum,M AH K AE L AH M,3
macfadden,M AH K F AE D AH N,3
maclachlan,M AH K L AE K L AH N,3
mahannah,M AH HH AE N AH,3
malacca,M AH L AE K AH,3
maslanka,M AH S L AE NG K AH,3
mataksas,M AH T AE K S AH S,3
mcadam,M AH K AE D AH M,3
mcadams,M AH K AE D AH M Z,3
mcalpin,M AH K AE L P AH N,3
mcamis,M AH K AE M AH S,3
mccadden,M AH K AE D AH N,3
mccaghren,M AH K AE G R AH N,3
mccalla,M AH K AE L AH,3
mccallion,M AH K AE L Y AH N,3
mccallon,M AH K AE L AH N,3
mccallum,M AH K AE L AH M,3
mccalmont,M AH K AE L M AH N T,3
mccamant,M AH K AE M AH N T,3
mccammon,M AH K AE M AH N,3
mccampbell,M AH K AE M P B AH L,3
mccandless,M AH K AE N D L AH S,3
mccanless,M AH K AE N L AH S,3
mccanna,M AH K AE N AH,3
mccannon,M AH K AE N AH N,3
mccarrell,M AH K AE R AH L,3
mccarroll,M AH K AE R AH L,3
mccarron,M AH K AE R AH N,3
mccaskill,M AH K AE S K AH L,3
mccasland,M AH K AE Z L AH N D,3
mccaslin,M AH K AE Z L AH N,3
mcclaflin,M AH K L AE F L AH N,3
mcclaran,M AH K L AE R AH N,3
mccracken,M AH K R AE K AH N,3
mccrackin,M AH K R AE K AH N,3
mcdanel,M AH K D AE N AH L,3
mcdaniel,M AH K D AE N Y AH L,3
mcdaniels,M AH K D AE N Y AH L Z,3
mcdannel,M AH K D AE N AH L,3
mcdaris,M AH K D AE R AH S,3
mcdavitt,M AH K D AE V AH T,3
mcfadden,M AH K F AE D AH N,3
mcfadden's,M AH K F AE D AH N Z,3
mcfaddin,M AH K F AE D AH N,3
mcfadin,M AH K F AE D AH N,3
mcfalland,M AH K F AE L AH N D,3
mcgahan,M AH G AE HH AH N,3
mcgannon,M AH G AE N AH N,3
mcgarrah,M AH G AE R AH,3
mcgavin,M AH G AE V AH N,3
mcgavock,M AH G AE V AH K,3
mcglashan,M AH G L AE SH AH N,3
mcglasson,M AH G L AE S AH N,3
mchatton,M AH K AE T AH N,3
mckanna,M AH K AE N AH,3
mcmackin,M AH K M AE K AH N,3
mcmakin,M AH K M AE K AH N,3
mcmanis,M AH K M AE N AH S,3
mcmannis,M AH K M AE N AH S,3
mcmansion,M AH K M AE N SH AH N,3
mcmanus,M AH K M AE N AH S,3
mcspadden,M AH K S P AE D AH N,3
medallion,M AH D AE L Y AH N,3
medallions,M AH D AE L Y AH N Z,3
metaxas,M AH T AE K S AH S,3
mkhatshwa,M AH K AE CH W AH,3
molasses,M AH L AE S AH Z,3
mudwagon,M AH D W AE G AH N,3
muharram,M AH HH AE R AH M,3
mutlangen,M AH T L AE NG G AH N,3
natasha(1),N AH T AE SH AH,3
natasha's(1),N AH T AE SH AH Z,3
nathaniel,N AH TH AE N Y AH L,3
nebraska,N AH B R AE S K AH,3
nebraska's,N AH B R AE S K AH Z,3
nebraskan,N AH B R AE S K AH N,3
nebraskans,N AH B R AE S K AH N Z,3
nevada(1),N AH V AE D AH,3
nevada's,N AH V AE D AH Z,3
nevadan,N AH V AE D AH N,3
nevadans,N AH V AE D AH N Z,3
nolanda,N AH L AE N D AH,3
pajama(1),P AH JH AE M AH,3
pajamas(1),P AH JH AE M AH Z,3
pellagra,P AH L AE G R AH,3
ramallah,R AH M AE L AH,3
rohana,R AH HH AE N AH,3
samantha,S AH M AE N TH AH,3
savanna,S AH V AE N AH,3
savannah,S AH V AE N AH,3
savannas,S AH V AE N AH Z,3
savasta,S AH V AE S T AH,3
sebastian,S AH B AE S CH AH N,3
sebastian's,S AH B AE S CH AH N Z,3
substantial,S AH B S T AE N SH AH L,3
subtraction,S AH B T R AE K SH AH N,3
supplanted,S AH P L AE N T AH D,3
transchannel,T R AH N S CH AE N AH L,3
transchannel's,T R AH N S CH AE N AH L Z,3
unbalance,AH N B AE L AH N S,3
unbalanced,AH N B AE L AH N S T,3
undamaged,AH N D AE M AH JH D,3
unravel,AH N R AE V AH L,3
unraveled,AH N R AE V AH L D,3
unravels,AH N R AE V AH L Z,3
unsanctioned,AH N S AE NG K SH AH N D,3
unscramble,AH N S K R AE M B AH L,3
unshackle,AH N SH AE K AH L,3
unshackled,AH N SH AE K AH L D,3
untangle,AH N T AE NG G AH L,3
untrammeled,AH N T R AE M AH L D,3
vuncannon(1),V AH N K AE N AH N,3
willamette,W AH L AE M AH T,3
willamette's,W AH L AE M AH T S,3
zupanja,Z AH P AE N JH AH,3
cleopatra,K L IY AH P AE T R AH,4
cleopatra's,K L IY AH P AE T R AH Z,4
neoplasm,N IY AH P L AE Z AH M,4
non-combatant,N AA N K AH M B AE T AH N T,4
non-combatants,N AA N K AH M B AE T AH N T S,4
non-financial,N AA N F AH N AE N SH AH L,4
noncombatant,N AA N K AH M B AE T AH N T,4
noncombatants,N AA N K AH M B AE T AH N T S,4
nonfinancial,N AA N F AH N AE N SH AH L,4
pomegranate,P AA M AH G R AE N AH T,4
propaganda,P R AA P AH G AE N D AH,4
propagandist,P R AA P AH G AE N D AH S T,4
propagandists,P R AA P AH G AE N D AH S T S,4
iconoclasm,AY K AA N AH K L AE Z AH M,5
docudrama,D OW K AH D R AE M AH,4
goetabanken,G OW T AH B AE NG K AH N,4
kganakga,K AH G AH N AE G AH,4
copacabana,K OW P AH K AH B AE N AH,5
abracadabra,AE B R AH K AH D AE B R AH,5
circumstances,S ER K AH M S T AE N S AH Z,4
circumstantial,S ER K AH M S T AE N SH AH L,4
abrahamsen,AE B R AH HH AE M S AH N,4
al.(1),AE L AH B AE M AH,4
alabama,AE L AH B AE M AH,4
alabama's,AE L AH B AE M AH Z,4
alabaman,AE L AH B AE M AH N,4
alabamans,AE L AH B AE M AH N Z,4
anabaptist,AE N AH B AE P T AH S T,4
appalachian(2),AE P AH L AE CH AH N,4
appalachians(2),AE P AH L AE CH AH N Z,4
asahara,AE S AH HH AE R AH,4
atalanta,AE T AH L AE N T AH,4
casablanca,K AE S AH B L AE NG K AH,4
handelsbanken,HH AE N D AH L S B AE NG K AH N,4
mcelhannon,M AE K AH L HH AE N AH N,4
passalacqua,P AE S AH L AE K W AH,4
rappahannock,R AE P AH HH AE N AH K,4
salamanca,S AE L AH M AE NG K AH,4
sassafras's,S AE S AH F R AE S AH Z,4
satisfaction,S AE T AH S F AE K SH AH N,4
satisfactions,S AE T AH S F AE K SH AH N Z,4
transalaska,T R AE N Z AH L AE S K AH,4
extravaganza,EH K S T R AE V AH G AE N Z AH,5
extravaganzas,EH K S T R AE V AH G AE N Z AH Z,5
metlakatla,M EH T L AH K AE T L AH,4
narragansett,N EH R AH G AE N S AH T,4
cytoplasm,S AY T AH P L AE Z AH M,4
diamanta,D AY AH M AE N T AH,4
digitalis,D IH JH AH T AE L AH S,4
disentangle,D IH S AH N T AE NG G AH L,4
insubstantial,IH N S AH B S T AE N SH AH L,4
liquefaction,L IH K W AH F AE K SH AH N,4
lymphoblastic,L IH M F AH B L AE S T AH K,4
villafranca,V IH L AH F R AE NG K AH,4
telepathic,T EH L AH P AE TH AH K,4
nostradamus,N AO S T R AH D AE M AH S,4
ganatieuganauf,G AH N EY SH AH G AE N AH L F,5
abdalla,AE B D AE L AH,3
abdallah,AE B D AE L AH,3
abkhazia(1),AE B K AE Z Y AH,3
abkhazian(3),AE B K AE Z Y AH N,3
abstraction,AE B S T R AE K SH AH N,3
abstractions,AE B S T R AE K SH AH N Z,3
advanta,AE D V AE N T AH,3
advanta's,AE D V AE N T AH Z,3
advantest,AE D V AE N T AH S T,3
agache's,AE G AE CH AH Z,3
agaches,AE G AE CH AH Z,3
albarran,AE L B AE R AH N,3
alfalfa,AE L F AE L F AH,3
alhambra,AE L HH AE M B R AH,3
alpaca,AE L P AE K AH,3
antacid,AE N T AE S AH D,3
antacids,AE N T AE S AH D Z,3
atlanta,AE T L AE N T AH,3
atlanta's,AE T L AE N T AH Z,3
atlantan,AE T L AE N T AH N,3
atlantan(1),AE T L AE N AH N,3
atlantans,AE T L AE N T AH N Z,3
atlantans(1),AE T L AE N AH N Z,3
backgammon,B AE K G AE M AH N,3
backlashes,B AE K L AE SH AH Z,3
backslashes,B AE K S L AE SH AH Z,3
bandana,B AE N D AE N AH,3
bandanas,B AE N D AE N AH Z,3
bandwagon,B AE N D W AE G AH N,3
clapsaddle,K L AE P S AE D AH L,3
classaction,K L AE S AE K SH AH N,3
classactions,K L AE S AE K SH AH N Z,3
fadlallah,F AE D L AE L AH,3
jackrabbit,JH AE K R AE B AH T,3
kamchatka,K AE M CH AE T K AH,3
lantana,L AE N T AE N AH,3
malpractice,M AE L P R AE K T AH S,3
manasion,M AE N AE SH AH N,3
manasion's,M AE N AE SH AH N Z,3
manhandle,M AE N HH AE N D AH L,3
manhandled,M AE N HH AE N D AH L D,3
manhattan,M AE N HH AE T AH N,3
manhattan's,M AE N HH AE T AH N Z,3
panhandle,P AE N HH AE N D AH L,3
panhandle's,P AE N HH AE N D AH L Z,3
phantasm,F AE N T AE Z AH M,3
ramshackle,R AE M SH AE K AH L,3
santana,S AE N T AE N AH,3
snapdragon,S N AE P D R AE G AH N,3
snapdragons,S N AE P D R AE G AH N Z,3
tamraz's,T AE M R AE Z AH Z,3
transaction,T R AE N Z AE K SH AH N,3
transaction's,T R AE N Z AE K SH AH N Z,3
transactions,T R AE N Z AE K SH AH N Z,3
valhalla,V AE L HH AE L AH,3
vancampen,V AE N K AE M P AH N,3
vandalen,V AE N D AE L AH N,3
vanhandel,V AE N HH AE N D AH L,3
vankampen,V AE N K AE M P AH N,3
vanlanen,V AE N L AE N AH N,3
vanpatten,V AE N P AE T AH N,3
vantassel,V AE N T AE S AH L,3
vantassell,V AE N T AE S AH L,3
vanvranken,V AE N V R AE NG K AH N,3
vanzanten,V AE N Z AE N T AH N,3
kazakhstana(1),K AH Z AE K S T AE N AH,4
aranda,ER AE N D AH,3
aransas,ER AE N S AH S,3
erlangen,ER L AE NG G AH N,3
faranda,F ER AE N D AH,3
